"iNatID","species","long","lat","year","month","day","Nclicks","Rmean","Rvar","Rsd","Gmean","Gvar","Gsd","Bmean","Bvar","Bsd","state","county","elev","AnMnTmp","MnDayRange","Isotherm","TmpSeas","MxTmpWrmMo","MnTempCldMo","TmpAnnRng","MnTmpWetQt","MnTmpDryQt","MnTmpWrmQt","MnTmpCldQt","AnnPrcp","PrcpWetMo","PrcpDryMo","PrcpSeas","PrcpWetQt","PrcpDryQt","PrcpWrmQt","PrcpCldQt","landuse"
109979515,"Erysimum capitatum",-112.9573133333,37.2497666667,2022,3,28,16,249.5,23.6,4.85798312059645,229.875,43.7166666666667,6.61185803437027,40.3125,31.4291666666667,5.60617219381163,"Utah","Washington","1446",12.625,15.3333330154419,40.1396141052246,841.866149902344,33.4000015258789,-4.80000019073486,38.2000007629395,4.30000019073486,16.1833324432373,23.2999992370605,2.64999985694885,390,56,11,35.4000625610352,144,61,77,116,"notWild"
110023296,"Erysimum asperum",-120.0142349016,45.9170588742,2022,3,31,15,251.933333333333,9.78095238095238,3.12745141943922,243.6,13.9714285714286,3.73783741907384,71.2,457.885714285714,21.3982642820794,"Washington","Klickitat","294",11.7541666030884,13.0583333969116,37.0975379943848,835.359069824219,32.2999992370605,-2.90000009536743,35.2000007629395,2.23333334922791,21.8666667938232,22.2666664123535,1.76666665077209,222,34,5,47.7827033996582,96,25,26,85,"notWild"
110054319,"Erysimum asperum",-109.3787783333,38.48103,2022,3,29,16,250.625,18.5166666666667,4.30309965799848,241.1875,75.7625,8.70416566937923,62.1875,122.9625,11.0888457469657,"Utah","San Juan","1800",10.4333333969116,14.9333333969116,36.4227638244629,941.25,32.5,-8.5,41,17.3333339691162,14.533332824707,22.25,-0.966666698455811,316,35,13,22.5167369842529,98,64,77,67,"wild"
110056623,"Erysimum asperum",-112.960375,37.257373,2022,3,31,18,245.388888888889,3.31045751633987,1.81946627238316,253.5,17.4411764705882,4.17626345799546,1.33333333333333,2.35294117647059,1.53392997769474,"Utah","Washington","1553",11.8374996185303,15.2249994277954,40.1715049743652,829.721008300781,32.5,-5.40000009536743,37.9000015258789,3.58333325386047,15.25,22.3833332061768,2.03333330154419,393,53,11,33.2621765136719,141,61,79,118,"wild"
110097116,"Erysimum asperum",-109.391595,38.4810783333,2022,3,29,16,253.625,3.98333333333333,1.99582898398969,250.1875,61.6291666666667,7.85042461696606,80.125,300.25,17.3277234511635,"Utah","San Juan","1770",10.7124996185303,15.091667175293,36.5415649414062,945.982238769531,33,-8.30000019073486,41.2999992370605,17.6166667938232,14.8333330154419,22.6000003814697,-0.73333328962326,312,35,12,22.7764778137207,97,63,74,67,"wild"
110117701,"Erysimum asperum",-119.8315666667,46.6334283333,2022,3,31,15,250.533333333333,16.8380952380952,4.10342481813609,240.866666666667,29.1238095238095,5.39664798961444,44.1333333333333,307.12380952381,17.5249482031705,"Washington","Grant","141",11.7791662216187,13.091667175293,36.3657417297363,844.76318359375,31.7000007629395,-4.30000019073486,36,2.06666660308838,21.5499992370605,22.2333335876465,1.26666665077209,177,29,5,46.7452278137207,76,22,23,67,"notWild"
110117785,"Erysimum asperum",-119.8316716667,46.633475,2022,3,31,15,253.6,1.68571428571429,1.2983506020002,233.533333333333,77.6952380952381,8.81449023456479,29.9333333333333,821.923809523809,28.6692136188597,"Washington","Grant","141",11.7791662216187,13.091667175293,36.3657417297363,844.76318359375,31.7000007629395,-4.30000019073486,36,2.06666660308838,21.5499992370605,22.2333335876465,1.26666665077209,177,29,5,46.7452278137207,76,22,23,67,"notWild"
110200965,"Erysimum asperum",-110.1890805556,38.25405,2016,4,2,15,250.066666666667,18.352380952381,4.28396789815014,240.666666666667,210.52380952381,14.5094386357229,29.9333333333333,162.066666666667,12.7305407059821,"Utah","Wayne","1969",10.0375003814697,13.6416673660278,34.2755432128906,942.354736328125,31.7000007629395,-8.10000038146973,39.8000030517578,21.2333335876465,14.0833330154419,21.9500007629395,-1.25000011920929,266,31,12,26.534610748291,89,46,72,58,"wild"
110228212,"Erysimum capitatum",-113.4140850518,37.2308465921,2022,4,1,16,244.5625,38.2625,6.18566892098179,248.4375,22.1291666666667,4.70416482137549,46.75,742.466666666667,27.2482415334764,"Utah","Washington","1083",15.1000003814697,16.0499992370605,41.4728660583496,850.342224121094,36.2000007629395,-2.5,38.7000007629395,6.86666631698608,18.8333339691162,25.8333339691162,5.01666688919067,295,41,7,38.242259979248,114,40,55,96,"wild"
110245204,"Erysimum capitatum",-109.8711111,32.6636111,2014,7,30,15,212.533333333333,170.409523809524,13.0540998850753,35.5333333333333,252.695238095238,15.8963907254206,10.2,196.314285714286,14.0112199937866,"Arizona","Graham","2768",7.65416669845581,13.8249998092651,46.3926162719727,605.653137207031,23.6000003814697,-6.19999980926514,29.7999992370605,15.0833339691162,9.48333358764648,15.2666664123535,0.833333313465118,772,139,16,58.514949798584,345,63,291,195,"wild"
110245241,"Erysimum",-109.8645226,32.6534018,2014,7,6,18,252.666666666667,3.76470588235294,1.94028500029066,141.055555555556,466.52614379085,21.5992162772368,5.27777777777778,124.918300653595,11.1766855844474,"Arizona","Graham","2759",7.84999990463257,13.8333330154419,46.420581817627,605.215942382812,23.7999992370605,-6,29.7999992370605,15.2666664123535,9.68333339691162,15.466667175293,1.03333342075348,768,139,16,58.5791969299316,344,63,290,194,"wild"
110245250,"Erysimum",-109.8645226,32.6534018,2014,6,6,15,225.533333333333,112.980952380952,10.62924985034,143.466666666667,475.12380952381,21.7973349179162,2.33333333333333,4.66666666666667,2.16024689946929,"Arizona","Graham","2759",7.84999990463257,13.8333330154419,46.420581817627,605.215942382812,23.7999992370605,-6,29.7999992370605,15.2666664123535,9.68333339691162,15.466667175293,1.03333342075348,768,139,16,58.5791969299316,344,63,290,194,"wild"
110247023,"Erysimum asperum",-109.8091325631,37.4964368809,2022,4,1,15,247.333333333333,25.2380952380952,5.02375310282016,231.066666666667,126.495238095238,11.2470101847219,39.4,76.9714285714286,8.77333622810779,"Utah","San Juan","1827",10.5291662216187,14.4583330154419,36.8835029602051,909.638916015625,31.7999992370605,-7.40000009536743,39.2000007629395,17.0833339691162,14.6833333969116,22,-0.466666698455811,292,34,10,25.9301891326904,92,47,70,72,"wild"
110334733,"Erysimum",-109.8012626181,38.1168950541,2022,4,3,17,253.058823529412,4.43382352941176,2.10566462890266,249.588235294118,13.0073529411765,3.60657080079907,31,74.375,8.62409415533017,"Utah","San Juan","1608",11.3916664123535,14.8333339691162,35.7429733276367,966.495178222656,33.5999984741211,-7.90000009536743,41.5,18.283332824707,15.8833332061768,23.533332824707,-0.366666704416275,249,31,9,25.8696136474609,81,44,58,59,"wild"
110334920,"Erysimum asperum",-119.9952,47.0102722222,2022,4,2,15,233.6,128.542857142857,11.3376742386989,218.266666666667,209.780952380952,14.4838169134021,20,44.2857142857143,6.65475125648692,"Washington","Grant","231",11.0416669845581,13.0666666030884,35.6039962768555,883.119018554688,31.5,-5.19999980926514,36.7000007629395,0.933333396911621,21.2999992370605,21.9500007629395,0.0666666850447655,171,30,5,50.261344909668,77,22,24,67,"wild"
110361168,"Erysimum capitatum",-110.4221472085,32.8987762461,2022,3,22,15,238.066666666667,48.352380952381,6.95358763174672,230,62.5714285714286,7.91021039994693,39.2,91.7428571428571,9.57824916896909,"Arizona","Graham","1055",17.4375,15.9749994277954,45.5128173828125,762.299499511719,35.7000007629395,0.600000023841858,35.1000022888184,26.4166660308838,20.7333335876465,26.9500007629395,8.41666698455811,428,66,7,50.4941787719727,165,29,132,126,"wild"
110362374,"Erysimum",-111.924817,34.9385589722,2022,4,3,15,253.866666666667,1.26666666666667,1.12546286774228,205.466666666667,204.409523809524,14.2971858702866,12.8,3.6,1.89736659610103,"Arizona","Yavapai","1472",14.1000003814697,14.7666664123535,42.0702743530273,771.032348632812,33.4000015258789,-1.70000004768372,35.1000022888184,6.23333311080933,16.5500011444092,23.8833332061768,5.25,536,65,10,36.586483001709,169,65,130,154,"wild"
110369051,"Erysimum",-111.8389347196,34.9280203454,2022,4,2,19,236.157894736842,1.14035087719298,1.06787212586198,209.894736842105,15.6549707602339,3.9566362936507,1.15789473684211,1.3625730994152,1.16729306492209,"Arizona","Yavapai","1504",13.7208337783813,14.5749998092651,42.0028839111328,760.617126464844,32.7999992370605,-1.89999997615814,34.7000007629395,5.96666669845581,16.0666675567627,23.3833332061768,5.03333330154419,588,73,10,36.4716567993164,192,73,131,177,"wild"
110435013,"Erysimum capitatum",-109.7919888889,32.6472138889,2022,4,4,16,247.875,28.3833333333333,5.32760108616752,118.4375,709.195833333333,26.6307309950991,29.9375,65.7958333333333,8.11146308216547,"Arizona","Graham","1984",11.3041667938232,14.2916669845581,44.6614570617676,675.386962890625,28.2000007629395,-3.79999995231628,32,19.3833332061768,13.966667175293,19.7999992370605,3.44999980926514,569,103,11,60.0968399047852,259,44,216,144,"wild"
110438870,"Erysimum asperum",-118.89093,46.3729616667,2022,4,2,15,254.333333333333,0.523809523809524,0.723746864455746,243.066666666667,12.7809523809524,3.57504578725257,63.2666666666667,13.6380952380952,3.6929791819201,"Washington","Franklin","257",11.6458330154419,13.4250001907349,37.2916679382324,845.419372558594,32.5999984741211,-3.40000009536743,36,1.90000009536743,21.5166664123535,22.3166656494141,1.41666662693024,226,32,7,41.9556465148926,90,27,30,81,"wild"
110442893,"Erysimum capitatum",-111.5105777778,33.7931916667,2022,4,4,15,251.666666666667,8.23809523809524,2.87020822207993,204.066666666667,35.2095238095238,5.93376135427806,1.86666666666667,2.98095238095238,1.72654347786332,"Arizona","Maricopa","821",19.4208335876465,15.9249992370605,44.4832420349121,768.535949707031,38.7999992370605,3,35.7999992370605,11.533332824707,21.966667175293,29.033332824707,10.5666666030884,472,60,6,45.5002861022949,159,34,105,156,"wild"
110484949,"Erysimum",-109.8646011353,37.3061103821,2022,4,4,17,252.941176470588,5.80882352941176,2.41015010516187,235.176470588235,175.779411764706,13.2581828228723,16.6470588235294,369.117647058824,19.2124346988825,"Utah","San Juan","1540",12.1458330154419,15.375,37.7764129638672,937.975219726562,34.0999984741211,-6.59999990463257,40.6999969482422,18.8500003814697,16.4833335876465,23.9166660308838,0.750000059604645,218,28,7,28.9068756103516,73,33,52,54,"wild"
110489398,"Erysimum capitatum",-111.4289216667,34.0912695,2022,4,2,15,251.266666666667,22.6380952380952,4.75795073935147,224.533333333333,276.552380952381,16.6298641291016,48.2,42.3142857142857,6.50494317533103,"Arizona","Gila","1431",14.4416666030884,16.8666667938232,46.3369941711426,738.105163574219,34.2000007629395,-2.20000004768372,36.4000015258789,23.8166675567627,16.25,23.8166675567627,5.94999980926514,575,77,9,42.9740104675293,192,49,192,174,"wild"
110506601,"Erysimum",-112.9494416667,37.2586777778,2022,4,5,14,241.571428571429,81.8021978021978,9.04445674444838,211.071428571429,116.686813186813,10.802167059753,11.7857142857143,238.489010989011,15.443089425015,"Utah","Washington","1537",11.9125003814697,15.3083333969116,40.2850875854492,829.868896484375,32.5999984741211,-5.40000009536743,38,3.68333339691162,15.3666667938232,22.466667175293,2.11666679382324,391,55,11,34.2215919494629,141,61,79,115,"wild"
110516671,"Erysimum capitatum",-113.4480833333,34.764195,2022,4,5,16,252.25,9,3,233.3125,41.8291666666667,6.46754719091146,43.625,87.9833333333333,9.37994314126335,"Arizona","Mohave","1585",14.3791666030884,15.1916666030884,45.6206207275391,705.454284667969,32.7999992370605,-0.5,33.2999992370605,23.25,16.3000011444092,23.3500003814697,6.44999980926514,390,64,7,47.9558448791504,147,35,120,109,"wild"
110536086,"Erysimum asperum",-112.9856912454,37.2945218635,2022,4,5,19,252.526315789474,10.9298245614035,3.30602851793561,252.894736842105,7.32163742690059,2.70585243997166,47.1578947368421,138.029239766082,11.7485845856461,"Utah","Washington","2211",8.06666660308838,14.5500001907349,40.8707885742188,780.041748046875,27.8999996185303,-7.69999980926514,35.5999984741211,0.150000095367432,10.3666667938232,18.033332824707,-0.783333301544189,460,63,15,31.0493907928467,151,74,104,123,"wild"
110540575,"Erysimum capitatum",-109.8445844225,32.5954903349,2014,5,19,17,254.117647058824,2.48529411764706,1.57648156273616,244.470588235294,113.014705882353,10.6308374967522,4.35294117647059,31.6176470588235,5.62295714538387,"Arizona","Graham","1796",13.0666666030884,15.6666669845581,47.7642288208008,673.93798828125,30.2999992370605,-2.5,32.7999992370605,21.0833339691162,15.75,21.533332824707,5.19999980926514,518,94,10,61.1498603820801,238,38,198,130,"wild"
110548202,"Erysimum capitatum",-109.8332283333,38.1249888333,2022,4,5,15,253.933333333333,2.78095238095238,1.66761877566558,243.266666666667,48.7809523809524,6.98433621620211,44.5333333333333,133.980952380952,11.5750141417172,"Utah","San Juan","1641",11.3374996185303,14.841667175293,35.763053894043,967.969116210938,33.5999984741211,-7.90000009536743,41.5,18.25,15.8000001907349,23.5,-0.433333277702332,254,31,9,25.5799884796143,82,45,60,60,"wild"
110550170,"Erysimum capitatum",-110.1288172603,38.1218056002,2022,4,4,14,237.857142857143,150.901098901099,12.2841808396449,196.928571428571,236.994505494505,15.3946258640639,23.5714285714286,382.879120879121,19.5672972297944,"Utah","Garfield","2068",9.94999980926514,13.3833332061768,34.4931259155273,923.22802734375,31.2000007629395,-7.59999990463257,38.7999992370605,21.033332824707,13.7333335876465,21.7000007629395,-0.933333277702332,286,34,12,27.4101715087891,95,46,77,68,"wild"
110690593,"Erysimum",-111.6179904304,34.4013844952,2022,3,27,15,251.933333333333,9.35238095238095,3.05816627284733,227.733333333333,181.638095238095,13.4773178057837,42.0666666666667,44.352380952381,6.65975832537345,"Arizona","Gila","1209",15.4416666030884,16.9833335876465,46.2761154174805,754.687866210938,35.2999992370605,-1.39999997615814,36.7000007629395,24.8666667938232,17.7000007629395,24.8666667938232,6.66666650772095,486,64,7,41.6792106628418,162,44,162,142,"wild"
110713532,"Erysimum capitatum",-123.6841588091,42.0954623616,2022,4,5,16,251.875,6.25,2.5,210.5625,44.6625,6.68300082298364,19.6875,190.895833333333,13.8165058293815,"Oregon","Josephine","428",12.0166664123535,15,49.0196075439453,581.187377929688,31.1000003814697,0.5,30.6000003814697,5.68333339691162,19.3166675567627,19.5166664123535,5.41666650772095,1579,294,7,83.5056610107422,833,44,58,784,"notWild"
110743102,"Erysimum",-112.8433218942,37.3831229308,2022,3,26,17,252.705882352941,12.3455882352941,3.51362892680689,248.588235294118,72.3823529411765,8.50778190489016,31.3529411764706,215.617647058824,14.6839247838861,"Utah","Kane","1801",9.66250038146973,16.7583332061768,43.1915817260742,806.262756347656,30.5,-8.30000019073486,38.7999992370605,1.64999985694885,12.9666662216187,19.8833332061768,0.0999999046325684,382,45,12,27.7880058288574,124,61,84,108,"wild"
110795231,"Erysimum capitatum",-111.2638673,34.2269811997,2022,4,8,15,242.733333333333,30.7809523809524,5.5480584334479,215.2,158.314285714286,12.5823004937208,1.8,3.88571428571429,1.97122152121832,"Arizona","Gila","1410",13.6541662216187,17.7916660308838,47.9559745788574,735.614929199219,33.7000007629395,-3.40000009536743,37.1000022888184,23,15.5833330154419,23,5.11666679382324,532,73,8,42.0680313110352,181,48,181,155,"wild"
110803226,"Erysimum",-123.6838833333,42.0935945,2022,4,8,16,249,33.2,5.76194411635517,217.5,120.4,10.9726933794762,44.375,50.1166666666667,7.07931258433096,"Oregon","Josephine","428",12.0166664123535,15,49.0196075439453,581.187377929688,31.1000003814697,0.5,30.6000003814697,5.68333339691162,19.3166675567627,19.5166664123535,5.41666650772095,1579,294,7,83.5056610107422,833,44,58,784,"wild"
110808014,"Erysimum asperum",-109.1886216667,40.4124533333,2022,4,7,15,251.4,40.8285714285714,6.38972389298406,243.933333333333,212.638095238095,14.5821155954167,46.7333333333333,51.6380952380952,7.1859651570332,"Utah","Uintah","1624",8.38333320617676,16.9500007629395,35.9872627258301,1064.84167480469,33.2999992370605,-13.8000001907349,47.0999984741211,13.5666666030884,-5.26666688919067,21.2999992370605,-5.26666688919067,238,28,11,27.7505779266357,74,37,60,37,"wild"
110843379,"Erysimum capitatum",-111.4629094676,33.8599856571,2022,4,9,16,249.8125,15.4958333333333,3.93647473424298,203.75,248.866666666667,15.7755084439985,48.3125,48.0958333333333,6.93511595673305,"Arizona","Maricopa","1060",17.4833335876465,16.3333339691162,45.623836517334,751.777709960938,36.9000015258789,1.10000002384186,35.8000030517578,9.73333358764648,19.75,26.8833332061768,8.85000038146973,535,68,7,45.6780395507812,183,39,119,178,"wild"
110848990,"Erysimum capitatum",-123.518075,47.9779783333,2020,6,26,15,249.933333333333,7.4952380952381,2.73774324859693,217.933333333333,23.9238095238095,4.89119714628326,13.2,70.7428571428571,8.41087731112856,"Washington","Clallam","1476",4.24166679382324,7.80000019073486,38.4236450195312,457.005249023438,16.7000007629395,-3.59999990463257,20.3000011444092,0,9.91666698455811,10.5,-0.250000029802322,2696,422,57,60.9352531433105,1232,224,225,1131,"wild"
110899045,"Erysimum capitatum",-111.7957916667,40.6516722222,2022,4,9,15,248.266666666667,20.7809523809524,4.55861298872282,222.6,28.6857142857143,5.3559046188029,3,11.8571428571429,3.44342022662684,"Utah","Salt Lake","1860",9.00833320617676,14.5666666030884,37.7374801635742,877.44677734375,31.1000003814697,-7.5,38.5999984741211,7.41666650772095,20.2999992370605,20.2999992370605,-1.14999997615814,561,58,27,24.277515411377,167,86,86,159,"wild"
110905909,"Erysimum asperum",-109.3690607697,38.4659140044,2022,4,8,15,251.733333333333,22.9238095238095,4.78788152775416,242.466666666667,266.12380952381,16.3133016132177,19.1333333333333,553.409523809524,23.5246577830481,"Utah","San Juan","1971",9.82083320617676,14.408332824707,36.1111106872559,916.635314941406,31.5,-8.39999961853027,39.9000015258789,16.6666660308838,13.5666666030884,21.3833332061768,-1.11666655540466,335,37,14,22.9609031677246,107,66,84,72,"wild"
111003693,"Erysimum",-112.9513083333,37.269025,2022,3,27,15,250.533333333333,45.9809523809524,6.78092562862567,222.533333333333,113.409523809524,10.6493907717542,33,480.428571428571,21.9186808779308,"Utah","Washington","1770",10.5041666030884,15.1416664123535,40.813117980957,806.258056640625,30.8999996185303,-6.19999980926514,37.0999984741211,2.46666669845581,13.5333337783813,20.7999992370605,1.13333332538605,400,53,12,32.0348243713379,138,61,85,115,"wild"
111009610,"Erysimum asperum",-119.9971248628,47.0132195115,2022,4,2,15,206.933333333333,88.2095238095238,9.39199253670507,197.466666666667,105.552380952381,10.2738688405284,52.9333333333333,584.923809523809,24.1851981493601,"Washington","Grant","231",11.0416669845581,13.0666666030884,35.6039962768555,883.119018554688,31.5,-5.19999980926514,36.7000007629395,0.933333396911621,21.2999992370605,21.9500007629395,0.0666666850447655,171,30,5,50.261344909668,77,22,24,67,"wild"
111024448,"Erysimum",-109.8267532514,38.127765893,2022,4,10,16,252.125,7.71666666666667,2.77788888666676,243,44,6.6332495807108,38.1875,49.0958333333333,7.0068418944153,"Utah","San Juan","1625",11.3999996185303,14.9166669845581,35.7713813781738,971.297180175781,33.7000007629395,-8,41.7000007629395,18.3166656494141,15.8999996185303,23.6000003814697,-0.416666656732559,250,31,9,26.1169738769531,82,44,59,59,"wild"
111042619,"Erysimum",-109.535094,38.684313,2022,4,9,23,232.391304347826,15.1581027667984,3.89334082335446,224.391304347826,22.7944664031621,4.77435507719755,43.2173913043478,3086.7233201581,55.5582875920245,"Utah","Grand","1581",11.7208337783813,15.8249998092651,36.5473442077637,990.783569335938,35,-8.30000019073486,43.2999992370605,18.7999992370605,16.2999992370605,24.1000003814697,-0.383333414793015,261,32,11,23.1931800842285,81,55,60,55,"wild"
111057516,"Erysimum capitatum",-123.6905877292,42.0943518709,2022,4,9,17,252.470588235294,8.63970588235294,2.93933766048628,227,203.25,14.2565774293833,5.23529411764706,60.4411764705882,7.77439235378484,"Oregon","Josephine","428",12.0166664123535,15,49.0196075439453,581.187377929688,31.1000003814697,0.5,30.6000003814697,5.68333339691162,19.3166675567627,19.5166664123535,5.41666650772095,1579,294,7,83.5056610107422,833,44,58,784,"wild"
111143625,"Erysimum capitatum",-119.92112,39.3261083333,2021,6,14,12,252.833333333333,9.96969696969697,3.15748269507482,235.75,40.5681818181818,6.36931564755444,38.6666666666667,68.969696969697,8.30479963453044,"Nevada","Washoe","2723",2.97083330154419,12.8083333969116,40.1515159606934,686.213134765625,22,-9.89999961853027,31.8999996185303,-4.18333339691162,12.3500003814697,12.3500003814697,-4.18333339691162,805,128,16,61.4133567810059,353,65,65,353,"wild"
111156840,"Erysimum capitatum",-111.4599,33.8594833333,2022,4,8,15,249.733333333333,35.4952380952381,5.95778802033423,218,39.1428571428571,6.25642526870234,12.7333333333333,499.352380952381,22.3461938806675,"Arizona","Maricopa","1060",17.4833335876465,16.3333339691162,45.623836517334,751.777709960938,36.9000015258789,1.10000002384186,35.8000030517578,9.73333358764648,19.75,26.8833332061768,8.85000038146973,535,68,7,45.6780395507812,183,39,119,178,"wild"
111201737,"Erysimum capitatum",-105.9481416667,36.2173,2022,4,11,16,250.5625,17.9958333333333,4.24214961232314,250.25,16.2,4.02492235949962,58.9375,54.8625,7.40692243782801,"New Mexico","Rio Arriba","1903",10.1374998092651,17.3250007629395,41.9491539001465,864.720458984375,31.2999992370605,-10,41.2999992370605,20.3500003814697,4.86666679382324,20.6166667938232,-0.616666734218597,270,52,10,57.3930549621582,129,34,117,37,"wild"
111220966,"Erysimum capitatum",-113.0534888883,37.3098527783,2022,4,7,15,254.533333333333,0.838095238095238,0.915475416434127,242.866666666667,6.6952380952381,2.58751581545661,1.2,5.02857142857143,2.24244764232555,"Utah","Washington","1857",10.029167175293,15.3249998092651,41.4189186096191,804.406799316406,30.5,-6.5,37,1.96666657924652,12.9000005722046,20.2999992370605,0.716666698455811,419,55,13,30.3481044769287,140,67,90,118,"wild"
111269436,"Erysimum capitatum",-111.82425,34.9072,2022,4,12,15,246.933333333333,67.6380952380952,8.22423827707437,203.733333333333,271.209523809524,16.4684402360856,42.7333333333333,19.2095238095238,4.38286707641514,"Arizona","Yavapai","1387",14.841667175293,15.4000005722046,43.0167617797852,772.548400878906,34.5,-1.29999995231628,35.7999992370605,7.01666688919067,17.4166660308838,24.6499996185303,5.96666669845581,521,63,10,35.8360137939453,167,63,120,154,"notWild"
111276510,"Erysimum asperum",-109.5047027778,38.5613,2022,4,9,17,253.882352941176,1.36029411764706,1.16631647405284,227.411764705882,42.7573529411765,6.53891068460003,8.35294117647059,236.492647058824,15.378317432633,"Utah","Grand","1391",12.4833335876465,16.6666660308838,37.707389831543,999.139038085938,36,-8.19999980926514,44.2000007629395,19.4833335876465,0.150000020861626,24.9166660308838,0.150000020861626,253,31,10,24.8369541168213,75,52,56,52,"wild"
111487374,"Erysimum capitatum",-106.7300416667,32.6527533333,2022,4,14,15,192.533333333333,379.695238095238,19.4857701437546,178,88,9.38083151964686,34.8,351.314285714286,18.7433797836539,"New Mexico","Dona Ana","1328",14.9624996185303,19.091667175293,48.4560050964355,797.97509765625,34.7000007629395,-4.69999980926514,39.4000015258789,23.9333343505859,10.6333332061768,24.8999996185303,5.30000019073486,276,60,5,73.1031188964844,146,21,132,44,"wild"
111604094,"Erysimum",-94.7445598603,38.8417471543,2022,4,15,15,252.6,6.82857142857143,2.61315354094845,250.066666666667,22.352380952381,4.72783046992814,58.4666666666667,107.266666666667,10.3569622315941,"Kansas","Johnson","327",12.4333333969116,11.7666664123535,29.6389598846436,1007.85852050781,31.7999992370605,-7.90000009536743,39.7000007629395,22.216667175293,-0.533333361148834,24.5,-0.533333361148834,1021,137,32,42.5512008666992,368,108,328,108,"notWild"
111606310,"Erysimum capitatum",-111.4751555556,33.9947055556,2022,4,14,15,250.066666666667,18.6380952380952,4.31718603237054,191.4,95.2571428571429,9.75997658076816,2.86666666666667,15.6952380952381,3.9617216074881,"Arizona","Maricopa","1700",13,15.8166666030884,46.5196075439453,693.862731933594,31.6000003814697,-2.40000009536743,34,21.9833335876465,14.2166662216187,21.9833335876465,5.21666669845581,644,89,10,44.8439331054688,221,54,221,193,"wild"
111655792,"Erysimum capitatum",-113.1097640991,37.3074378967,2022,4,16,16,253.6875,0.7625,0.873212459828649,245.75,131.533333333333,11.468798251488,0.875,1.05,1.02469507659596,"Utah","Washington","1756",11.158332824707,15.8999996185303,42.0634918212891,815.042785644531,32.2000007629395,-5.59999990463257,37.7999992370605,3.11666655540466,14,21.6333332061768,1.83333325386047,411,49,12,29.9036750793457,138,63,86,124,"wild"
111692641,"Erysimum",-119.7422722222,39.3926111111,2022,4,14,17,249.647058823529,39.3676470588235,6.27436427527312,233,50.75,7.1239034243875,45.4117647058824,120.007352941176,10.9547867592745,"Nevada","Washoe","1407",10.1499996185303,17.4166660308838,45.238094329834,764.368408203125,32.2000007629395,-6.30000019073486,38.5,1.06666672229767,19.466667175293,19.783332824707,1.06666672229767,210,29,7,43.027717590332,82,28,29,82,"wild"
111703183,"Erysimum capitatum",-111.846725,34.9318416667,2022,4,16,15,249.4,63.4,7.96241169495775,223.533333333333,596.12380952381,24.4156468176415,57.6,241.4,15.5370524875216,"Arizona","Yavapai","1549",13.466667175293,14.4166669845581,41.7874412536621,757.271789550781,32.5,-2,34.5,5.73333358764648,15.7666673660278,23.1000003814697,4.83333349227905,603,74,10,36.353141784668,196,76,135,182,"wild"
111703196,"Erysimum capitatum",-111.7351349722,35.0044949722,2022,4,3,15,249.666666666667,48.3809523809524,6.95564176628961,191.333333333333,37.0952380952381,6.09058602231658,17.8666666666667,15.1238095238095,3.88893424009837,"Arizona","Coconino","1723",10.7083330154419,14.6999998092651,41.8803405761719,757.228271484375,29.7999992370605,-5.30000019073486,35.0999984741211,3.11666655540466,13.2666664123535,20.3333339691162,1.93333327770233,599,73,11,36.3346824645996,195,74,140,180,"wild"
111724219,"Erysimum capitatum",-98.6001547705,34.7338224063,2022,4,16,15,241.533333333333,18.4095238095238,4.29063209906464,220.466666666667,22.1238095238095,4.70359538266309,3,11.1428571428571,3.33809184158512,"Oklahoma","Comanche","536",15.8000001907349,13.3999996185303,35.356201171875,885.584045410156,34.5999984741211,-3.29999995231628,37.8999977111816,20.2000007629395,4.68333339691162,26.5833320617676,4.68333339691162,793,127,30,43.957160949707,293,101,216,101,"wild"
111820030,"Erysimum capitatum",-123.70774938,42.09522993,2022,4,17,15,254.266666666667,0.923809523809524,0.961150104723255,204.466666666667,78.2666666666667,8.84684501201794,1.33333333333333,3.52380952380952,1.87718127089781,"Oregon","Josephine","450",11.9541664123535,14.875,48.9309234619141,579.7587890625,30.8999996185303,0.5,30.3999996185303,5.65000009536743,19.1999988555908,19.466667175293,5.38333368301392,1605,297,7,82.9891586303711,842,46,60,793,"wild"
111823690,"Erysimum",-110.0141270925,37.464200249,2022,4,14,17,251.529411764706,18.0147058823529,4.24437343813583,241.294117647059,37.4705882352941,6.12132242536644,68.3529411764706,351.117647058824,18.7381334998666,"Utah","San Juan","1771",11.1208333969116,14.5583333969116,36.3958320617676,930.53369140625,32.7999992370605,-7.19999980926514,40,17.7666664123535,15.3333330154419,22.8999996185303,-0.0833333358168602,250,31,9,28.6252593994141,84,38,63,61,"wild"
111853624,"Erysimum asperum",-112.9790027778,37.2066361111,2022,4,6,15,253.6,2.54285714285714,1.59463385855724,231.133333333333,63.2666666666667,7.95403461563166,8.06666666666667,88.0666666666667,9.38438419219219,"Utah","Washington","1234",14.7375001907349,15.5583333969116,39.8931617736816,868.507385253906,36,-3,39,6.19999980926514,18.3999996185303,25.75,4.5,391,59,10,38.8127861022949,152,60,76,120,"wild"
